"Latitude (decimal degrees):	51.507",,,,,,,,,,,,,,,,,
"Longitude (decimal degrees):	0.135",,,,,,,,,,,,,,,,,
"Elevation (m):	3",,,,,,,,,,,,,,,,,
"Radiation database:	PVGIS-SARAH2",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Slope: 40 deg. (optimum),,,,,,,,,,,,,,,,,
Azimuth: -1 deg. (optimum),,,,,,,,,,,,,,,,,
"Nominal power of the PV system (c-Si) (kWp):	150.0",,,,,,,,,,,,,,,,,
"System losses (%):	14.0",,,,,,,,,,,,,,,,,
time,P,G(i),H_sun,T2m,WS10m,Int,,,,,,,,,,,
20130116:1110,12106.5,105.66,16.44,-0.64,1.38,0,,,,,,,,,,,
20130116:1210,13725,117.81,17.54,0.04,1.45,0,,,,,,,,,,,
20130116:1310,19378.5,158.55,16.28,0.6,1.66,0,,,,,,,,,,,
20130116:1410,21150,171.04,12.76,0.9,1.72,0,,,,,,,,,,,
20130116:1510,22261.5,179.6,7.32,0.64,1.59,0,,,,,,,,,,,
20130116:1610,0,0,0,-0.35,1.79,0,,,,,,,,,,,
20130116:1710,0,0,0,-1.7,1.93,0,,,,,,,,,,,
20130116:1810,0,0,0,-2.64,1.93,0,,,,,,,,,,,
20130116:1910,0,0,0,-2.73,1.79,0,,,,,,,,,,,
20130116:2010,0,0,0,-2.76,1.79,0,,,,,,,,,,,
20130116:2110,0,0,0,-2.94,1.66,0,,,,,,,,,,,
20130116:2210,0,0,0,-3.46,1.66,0,,,,,,,,,,,
20130116:2310,0,0,0,-3.48,1.66,0,,,,,,,,,,,
20130117:0010,0,0,0,-3.87,1.59,0,,,,,,,,,,,
20130117:0110,0,0,0,-3.97,1.52,0,,,,,,,,,,,
20130117:0210,0,0,0,-4.11,1.45,0,,,,,,,,,,,
20130117:0310,0,0,0,-4.34,1.38,0,,,,,,,,,,,
20130117:0410,0,0,0,-4.58,1.31,0,,,,,,,,,,,
20130117:0510,0,0,0,-4.09,1.17,0,,,,,,,,,,,
20130117:0610,0,0,0,-3.77,0.9,0,,,,,,,,,,,
20130117:0710,0,0,0,-3.48,0.55,0,,,,,,,,,,,
20130117:0810,0,0,0,-3.48,0.62,0,,,,,,,,,,,
20130117:0910,47029.5,356,7.89,-3.13,0.83,0,,,,,,,,,,,
20130117:1010,74122.5,560.64,13.23,-2.49,0.9,0,,,,,,,,,,,
20130117:1110,72555,550.22,16.62,-1.59,0.97,0,,,,,,,,,,,
20130117:1210,94968,734.46,17.74,-0.55,1.1,0,,,,,,,,,,,
20130117:1310,88041,677.74,16.48,0.18,1.24,0,,,,,,,,,,,
20130117:1410,77494.5,592.33,12.97,0.6,1.45,0,,,,,,,,,,,
20130117:1510,38628,298.8,7.53,0.57,1.59,0,,,,,,,,,,,
20130117:1610,0,0,0,0.15,1.66,0,,,,,,,,,,,
20130117:1710,0,0,0,-0.61,1.93,0,,,,,,,,,,,
20130117:1810,0,0,0,-0.81,2.14,0,,,,,,,,,,,
20130117:1910,0,0,0,-1.02,2.21,0,,,,,,,,,,,
20130117:2010,0,0,0,-1.13,2.28,0,,,,,,,,,,,
20130117:2110,0,0,0,-1.08,2.41,0,,,,,,,,,,,
20130117:2210,0,0,0,-1.03,2.76,0,,,,,,,,,,,
20130117:2310,0,0,0,-0.84,3.03,0,,,,,,,,,,,
20130118:0010,0,0,0,-0.8,3.38,0,,,,,,,,,,,
20130118:0110,0,0,0,-0.93,3.59,0,,,,,,,,,,,
20130118:0210,0,0,0,-0.98,3.66,0,,,,,,,,,,,
20130118:0310,0,0,0,-1.27,3.52,0,,,,,,,,,,,
20130118:0410,0,0,0,-1.47,3.59,0,,,,,,,,,,,
20130118:0510,0,0,0,-1.61,3.79,0,,,,,,,,,,,
20130118:0610,0,0,0,-1.83,3.72,0,,,,,,,,,,,
20130118:0710,0,0,0,-1.86,4.21,0,,,,,,,,,,,
20130118:0810,0,0,0,-2.17,4.55,0,,,,,,,,,,,
20130118:0910,2568,31.75,8.04,-2.35,4.69,0,,,,,,,,,,,
20130118:1010,4900.5,50.79,13.4,-2.3,4.83,0,,,,,,,,,,,
20130118:1110,7849.5,73.47,16.8,-2.15,4.9,0,,,,,,,,,,,
20130118:1210,4890,50.79,17.94,-1.83,5.03,0,,,,,,,,,,,
20130118:1310,9124.5,83.11,16.69,-1.48,4.83,0,,,,,,,,,,,
20130118:1410,7119,68.08,13.19,-1.23,4.9,0,,,,,,,,,,,
20130118:1510,4782,49.93,7.75,-1.14,5.66,0,,,,,,,,,,,
20130118:1610,0,0,0,-1.2,4.21,0,,,,,,,,,,,
20130118:1710,0,0,0,-1.25,3.79,0,,,,,,,,,,,
20130118:1810,0,0,0,-1.11,3.79,0,,,,,,,,,,,
20130118:1910,0,0,0,-0.84,4.62,0,,,,,,,,,,,
20130118:2010,0,0,0,-0.82,4.41,0,,,,,,,,,,,
20130118:2110,0,0,0,-0.78,4.07,0,,,,,,,,,,,
20130118:2210,0,0,0,-0.7,3.72,0,,,,,,,,,,,
20130118:2310,0,0,0,-0.66,3.52,0,,,,,,,,,,,
20130119:0010,0,0,0,-0.59,3.38,0,,,,,,,,,,,
20130119:0110,0,0,0,-0.5,3.38,0,,,,,,,,,,,
20130119:0210,0,0,0,-0.46,3.24,0,,,,,,,,,,,
20130119:0310,0,0,0,-0.41,3.17,0,,,,,,,,,,,
20130119:0410,0,0,0,-0.33,3.24,0,,,,,,,,,,,
20130119:0510,0,0,0,-0.32,3.31,0,,,,,,,,,,,
20130119:0610,0,0,0,-0.26,3.38,0,,,,,,,,,,,
20130119:0710,0,0,0,-0.14,3.1,0,,,,,,,,,,,
20130119:0810,0,0,0,-0.14,3.1,0,,,,,,,,,,,
20130119:0910,2535,31.75,8.19,0.03,3.17,0,,,,,,,,,,,
20130119:1010,2218.5,29.02,13.57,0.37,2.97,0,,,,,,,,,,,
20130119:1110,2737.5,33.56,17,0.6,3.59,0,,,,,,,,,,,
20130119:1210,2421,30.84,18.15,0.84,4.69,0,,,,,,,,,,,
20130119:1310,3487.5,39.91,16.91,0.85,4.9,0,,,,,,,,,,,
20130119:1410,3709.5,41.72,13.41,0.63,4.48,0,,,,,,,,,,,
20130119:1510,2425.5,30.84,7.96,0.47,4.55,0,,,,,,,,,,,
20130119:1610,0,0,0,0.26,4.62,0,,,,,,,,,,,
20130119:1710,0,0,0,0.05,4.69,0,,,,,,,,,,,
20130119:1810,0,0,0,-0.07,4.41,0,,,,,,,,,,,
20130119:1910,0,0,0,-0.55,4.48,0,,,,,,,,,,,
20130119:2010,0,0,0,-0.59,4.41,0,,,,,,,,,,,
20130119:2110,0,0,0,-0.63,4.48,0,,,,,,,,,,,
20130119:2210,0,0,0,-0.74,4.41,0,,,,,,,,,,,
20130119:2310,0,0,0,-0.87,4.34,0,,,,,,,,,,,
20130120:0010,0,0,0,-1.1,4.41,0,,,,,,,,,,,
20130120:0110,0,0,0,-1.16,4.48,0,,,,,,,,,,,
20130120:0210,0,0,0,-1.27,4.48,0,,,,,,,,,,,
20130120:0310,0,0,0,-1.26,4.21,0,,,,,,,,,,,
20130120:0410,0,0,0,-1.25,4.14,0,,,,,,,,,,,
20130120:0510,0,0,0,-1.24,3.66,0,,,,,,,,,,,
20130120:0610,0,0,0,-1.16,3.86,0,,,,,,,,,,,
20130120:0710,0,0,0,-1.72,3.59,0,,,,,,,,,,,
20130120:0810,0,0,0,-1.72,3.45,0,,,,,,,,,,,
20130120:0910,10231.5,90.85,8.35,-1.61,3.1,0,,,,,,,,,,,
20130120:1010,6501,63.49,13.75,-1.32,3.38,0,,,,,,,,,,,
20130120:1110,6610.5,64.4,17.19,-1,3.72,0,,,,,,,,,,,
20130120:1210,9607.5,87.07,18.36,-0.94,3.66,0,,,,,,,,,,,
20130120:1310,6606,64.4,17.13,-0.88,3.52,0,,,,,,,,,,,
20130120:1410,9531,86.24,13.63,-0.84,3.45,0,,,,,,,,,,,
20130120:1510,385.5,10.88,8.19,-0.8,3.31,0,,,,,,,,,,,
20130120:1610,0,0,0,-0.97,2.62,0,,,,,,,,,,,
20130120:1710,0,0,0,-1.13,2.41,0,,,,,,,,,,,
20130120:1810,0,0,0,-1.23,2.28,0,,,,,,,,,,,
20130120:1910,0,0,0,-0.85,2.41,0,,,,,,,,,,,
20130120:2010,0,0,0,-0.91,2.14,0,,,,,,,,,,,
20130120:2110,0,0,0,-0.99,1.86,0,,,,,,,,,,,
20130120:2210,0,0,0,-1.23,1.52,0,,,,,,,,,,,
20130120:2310,0,0,0,-1.34,1.17,0,,,,,,,,,,,
20130121:0010,0,0,0,-1.77,0.97,0,,,,,,,,,,,
20130121:0110,0,0,0,-2.04,0.69,0,,,,,,,,,,,
20130121:0210,0,0,0,-2.08,0.62,0,,,,,,,,,,,
20130121:0310,0,0,0,-2.62,1.1,0,,,,,,,,,,,
20130121:0410,0,0,0,-2.74,1.24,0,,,,,,,,,,,
20130121:0510,0,0,0,-3,1.38,0,,,,,,,,,,,
20130121:0610,0,0,0,-3.16,1.52,0,,,,,,,,,,,
20130121:0710,0,0,0,-3.02,1.59,0,,,,,,,,,,,
20130121:0810,0,0,0,-3.3,1.66,0,,,,,,,,,,,
20130121:0910,0,0,0,-2.97,1.38,0,,,,,,,,,,,
20130121:1010,13269,113.23,13.94,-2.01,1.31,0,,,,,,,,,,,
20130121:1110,5650.5,57.14,17.4,-0.63,1.1,0,,,,,,,,,,,
20130121:1210,9525,87.07,18.58,0.09,0.83,0,,,,,,,,,,,
20130121:1310,16228.5,136.47,17.36,0.6,0.55,0,,,,,,,,,,,
20130121:1410,13668,117.5,13.86,0.57,0.55,0,,,,,,,,,,,
20130121:1510,9837,89.13,8.41,0.6,0.41,0,,,,,,,,,,,
20130121:1610,0,0,0,0.53,0.28,0,,,,,,,,,,,
20130121:1710,0,0,0,0.13,0.34,0,,,,,,,,,,,
20130121:1810,0,0,0,-0.09,0.55,0,,,,,,,,,,,
20130121:1910,0,0,0,-1.56,0.83,0,,,,,,,,,,,
20130121:2010,0,0,0,-1.62,0.9,0,,,,,,,,,,,
20130121:2110,0,0,0,-1.89,0.97,0,,,,,,,,,,,
20130121:2210,0,0,0,-2.01,0.9,0,,,,,,,,,,,
20130121:2310,0,0,0,-2.69,1.31,0,,,,,,,,,,,
20130122:0010,0,0,0,-4.4,1.66,0,,,,,,,,,,,
20130122:0110,0,0,0,-5.73,1.86,0,,,,,,,,,,,
20130122:0210,0,0,0,-5.73,1.86,0,,,,,,,,,,,
20130122:0310,0,0,0,-3.54,1.31,0,,,,,,,,,,,
20130122:0410,0,0,0,-3.94,1.24,0,,,,,,,,,,,
20130122:0510,0,0,0,-4.39,1.24,0,,,,,,,,,,,
20130122:0610,0,0,0,-4.93,1.31,0,,,,,,,,,,,
20130122:0710,0,0,0,-5.02,1.66,0,,,,,,,,,,,
20130122:0810,0,0,0,-3.84,2,0,,,,,,,,,,,
20130122:0910,244.5,9.07,8.69,-2.37,2.21,0,,,,,,,,,,,
20130122:1010,14572.5,123.12,14.13,-0.37,2.62,0,,,,,,,,,,,
20130122:1110,38323.5,293.06,17.61,0.97,3.66,0,,,,,,,,,,,
20130122:1210,11500.5,102,18.81,1.7,4.34,0,,,,,,,,,,,
20130122:1310,20325,165.65,17.59,1.84,4.07,0,,,,,,,,,,,
20130122:1410,12844.5,111.48,14.1,1.8,3.93,0,,,,,,,,,,,
20130122:1510,11248.5,99.49,8.65,1.45,3.93,0,,,,,,,,,,,
20130122:1610,0,0,0,1.03,4.14,0,,,,,,,,,,,
20130122:1710,0,0,0,0.77,4.34,0,,,,,,,,,,,
20130122:1810,0,0,0,0.68,4.55,0,,,,,,,,,,,
20130122:1910,0,0,0,1.08,4.83,0,,,,,,,,,,,
20130122:2010,0,0,0,1.18,4.9,0,,,,,,,,,,,
20130122:2110,0,0,0,1.2,4.76,0,,,,,,,,,,,
20130122:2210,0,0,0,1.11,4.62,0,,,,,,,,,,,
20130122:2310,0,0,0,1.06,4.41,0,,,,,,,,,,,
20130123:0010,0,0,0,0.96,4.14,0,,,,,,,,,,,
20130123:0110,0,0,0,0.91,4,0,,,,,,,,,,,
20130123:0210,0,0,0,0.9,3.93,0,,,,,,,,,,,
20130123:0310,0,0,0,0.85,3.86,0,,,,,,,,,,,
20130123:0410,0,0,0,0.74,3.72,0,,,,,,,,,,,
20130123:0510,0,0,0,0.66,3.59,0,,,,,,,,,,,
20130123:0610,0,0,0,0.66,3.45,0,,,,,,,,,,,
20130123:0710,0,0,0,0.75,3.17,0,,,,,,,,,,,
20130123:0810,0,0,0,0.53,2.9,0,,,,,,,,,,,
20130123:0910,11755.5,102.85,8.87,0.45,2.69,0,,,,,,,,,,,
20130123:1010,8314.5,77.91,14.33,0.97,2.69,0,,,,,,,,,,,
20130123:1110,1707,24.49,17.83,1.3,3.03,0,,,,,,,,,,,
20130123:1210,4915.5,51.7,19.04,1.58,3.31,0,,,,,,,,,,,
20130123:1310,5368.5,55.33,17.83,1.7,3.45,0,,,,,,,,,,,
20130123:1410,19546.5,159.83,14.34,1.56,2.97,0,,,,,,,,,,,
20130123:1510,4579.5,48.88,8.88,1.27,3.1,0,,,,,,,,,,,
20130123:1610,0,0,0,1.08,3.31,0,,,,,,,,,,,
20130123:1710,0,0,0,0.87,3.31,0,,,,,,,,,,,
20130123:1810,0,0,0,0.69,3.31,0,,,,,,,,,,,
20130123:1910,0,0,0,0.71,3.66,0,,,,,,,,,,,
20130123:2010,0,0,0,0.9,3.66,0,,,,,,,,,,,
20130123:2110,0,0,0,0.92,3.66,0,,,,,,,,,,,
20130123:2210,0,0,0,0.86,3.59,0,,,,,,,,,,,
20130123:2310,0,0,0,0.75,3.45,0,,,,,,,,,,,
20130124:0010,0,0,0,0.48,3.17,0,,,,,,,,,,,
20130124:0110,0,0,0,0.41,2.83,0,,,,,,,,,,,
20130124:0210,0,0,0,-0.11,2.62,0,,,,,,,,,,,
20130124:0310,0,0,0,-0.47,2.48,0,,,,,,,,,,,
20130124:0410,0,0,0,-0.56,2.41,0,,,,,,,,,,,
20130124:0510,0,0,0,-0.5,2.41,0,,,,,,,,,,,
20130124:0610,0,0,0,-0.67,2.55,0,,,,,,,,,,,
20130124:0710,0,0,0,-0.84,2.62,0,,,,,,,,,,,
20130124:0810,0,0,0,-0.73,2.69,0,,,,,,,,,,,
20130124:0910,14161.5,120.04,9.06,-0.25,2.76,0,,,,,,,,,,,
20130124:1010,3490.5,39.91,14.53,0.45,2.55,0,,,,,,,,,,,
20130124:1110,3700.5,41.72,18.05,0.96,2.9,0,,,,,,,,,,,
20130124:1210,4810.5,50.79,19.28,1.29,3.24,0,,,,,,,,,,,
20130124:1310,4693.5,49.89,18.08,1.43,3.03,0,,,,,,,,,,,
20130124:1410,4467,48.07,14.58,1.44,2.9,0,,,,,,,,,,,
20130124:1510,5578.5,56.81,9.12,1.27,2.14,0,,,,,,,,,,,
20130124:1610,0,0,0,0.71,1.52,0,,,,,,,,,,,
20130124:1710,0,0,0,-0.59,1.52,0,,,,,,,,,,,
20130124:1810,0,0,0,-1.92,1.45,0,,,,,,,,,,,
20130124:1910,0,0,0,-1.77,1.24,0,,,,,,,,,,,
20130124:2010,0,0,0,-2.07,1.31,0,,,,,,,,,,,
20130124:2110,0,0,0,-2.09,1.24,0,,,,,,,,,,,
20130124:2210,0,0,0,-1.84,1.1,0,,,,,,,,,,,
20130124:2310,0,0,0,-1.95,0.97,0,,,,,,,,,,,
20130125:0010,0,0,0,-2.18,0.41,0,,,,,,,,,,,
20130125:0110,0,0,0,-2.56,0.55,0,,,,,,,,,,,
20130125:0210,0,0,0,-2.76,0.48,0,,,,,,,,,,,
20130125:0310,0,0,0,-2.61,0.48,0,,,,,,,,,,,
20130125:0410,0,0,0,-3.1,0.55,0,,,,,,,,,,,
20130125:0510,0,0,0,-3.2,0.76,0,,,,,,,,,,,
20130125:0610,0,0,0,-4.55,1.38,0,,,,,,,,,,,
20130125:0710,0,0,0,-3.42,1.38,0,,,,,,,,,,,
20130125:0810,0,0,0,-5.67,2.21,0,,,,,,,,,,,
20130125:0910,5637,56,9.25,-4.46,2.28,0,,,,,,,,,,,
20130125:1010,1846.5,25.4,14.75,-2.77,2.48,0,,,,,,,,,,,
20130125:1110,3612,40.82,18.28,-0.06,3.66,0,,,,,,,,,,,
20130125:1210,10930.5,97.34,19.52,0.53,3.93,0,,,,,,,,,,,
20130125:1310,9180,84.35,18.33,0.56,4,0,,,,,,,,,,,
20130125:1410,13413,115,14.83,0.38,4.28,0,,,,,,,,,,,
20130125:1510,16380,136.05,9.37,0.03,4.14,0,,,,,,,,,,,
20130125:1610,0,0,0,-0.23,4.14,0,,,,,,,,,,,
20130125:1710,0,0,0,-0.42,4.07,0,,,,,,,,,,,
20130125:1810,0,0,0,-0.24,4.34,0,,,,,,,,,,,
20130125:1910,0,0,0,-0.01,4.76,0,,,,,,,,,,,
20130125:2010,0,0,0,0.49,5.17,0,,,,,,,,,,,
20130125:2110,0,0,0,0.93,5.45,0,,,,,,,,,,,
20130125:2210,0,0,0,1.4,5.38,0,,,,,,,,,,,
20130125:2310,0,0,0,1.77,5.38,0,,,,,,,,,,,
20130126:0010,0,0,0,1.91,5.45,0,,,,,,,,,,,
20130126:0110,0,0,0,1.29,5.45,0,,,,,,,,,,,
20130126:0210,0,0,0,1,5.1,0,,,,,,,,,,,
20130126:0310,0,0,0,1,4.76,0,,,,,,,,,,,
20130126:0410,0,0,0,1.09,4.21,0,,,,,,,,,,,
20130126:0510,0,0,0,1.25,3.52,0,,,,,,,,,,,
20130126:0610,0,0,0,1.68,3.03,0,,,,,,,,,,,
20130126:0710,0,0,0,1.99,2.48,0,,,,,,,,,,,
20130126:0810,0,0,0,2.33,3.86,0,,,,,,,,,,,
20130126:0910,41106,316.02,9.45,2.2,3.38,0,,,,,,,,,,,
20130126:1010,55593,423.1,14.96,2.73,2.83,0,,,,,,,,,,,
20130126:1110,80437.5,614.05,18.52,3.58,3.31,0,,,,,,,,,,,
20130126:1210,99783,768.5,19.77,4.43,3.93,0,,,,,,,,,,,
20130126:1310,51525,395.05,18.58,5.07,4.07,0,,,,,,,,,,,
20130126:1410,53866.5,413.59,15.09,5.29,3.59,0,,,,,,,,,,,
20130126:1510,42502.5,330.51,9.62,5.12,3.72,0,,,,,,,,,,,
20130126:1610,8613,84.22,2.6,4.68,3.59,0,,,,,,,,,,,
20130126:1710,0,0,0,4.21,3.66,0,,,,,,,,,,,
20130126:1810,0,0,0,4.03,3.93,0,,,,,,,,,,,
20130126:1910,0,0,0,4.69,4.41,0,,,,,,,,,,,
20130126:2010,0,0,0,5.73,5.31,0,,,,,,,,,,,
20130126:2110,0,0,0,6.28,5.72,0,,,,,,,,,,,
20130126:2210,0,0,0,6.33,6.21,0,,,,,,,,,,,
20130126:2310,0,0,0,6.36,6.55,0,,,,,,,,,,,
20130127:0010,0,0,0,6.86,7.03,0,,,,,,,,,,,
20130127:0110,0,0,0,7.15,7.38,0,,,,,,,,,,,
20130127:0210,0,0,0,7.43,7.59,0,,,,,,,,,,,
20130127:0310,0,0,0,7.75,7.79,0,,,,,,,,,,,
20130127:0410,0,0,0,8.27,7.79,0,,,,,,,,,,,
20130127:0510,0,0,0,9.01,7.86,0,,,,,,,,,,,
20130127:0610,0,0,0,9.49,7.93,0,,,,,,,,,,,
20130127:0710,0,0,0,9.32,7.03,0,,,,,,,,,,,
20130127:0810,2176.5,30.19,2.58,9.65,6.28,0,,,,,,,,,,,
20130127:0910,17359.5,147.8,9.65,8.86,6.9,0,,,,,,,,,,,
20130127:1010,79278,606.73,15.19,8.32,7.03,0,,,,,,,,,,,
20130127:1110,95932.5,738.29,18.76,8.28,6.62,0,,,,,,,,,,,
20130127:1210,99034.5,763.31,20.02,8.49,6.83,0,,,,,,,,,,,
20130127:1310,93550.5,720.32,18.84,8.74,6.83,0,,,,,,,,,,,
20130127:1410,6313.5,64.4,15.35,8.65,6.34,0,,,,,,,,,,,
20130127:1510,55806,432.58,9.87,8.23,6.14,0,,,,,,,,,,,
20130127:1610,4027.5,46.74,2.84,7.61,5.59,0,,,,,,,,,,,
20130127:1710,0,0,0,6.74,5.17,0,,,,,,,,,,,
20130127:1810,0,0,0,6.19,5.1,0,,,,,,,,,,,
20130127:1910,0,0,0,6.03,5.38,0,,,,,,,,,,,
20130127:2010,0,0,0,5.55,5.1,0,,,,,,,,,,,
20130127:2110,0,0,0,4.98,4.97,0,,,,,,,,,,,
20130127:2210,0,0,0,4.57,4.9,0,,,,,,,,,,,
20130127:2310,0,0,0,4.24,4.69,0,,,,,,,,,,,
20130128:0010,0,0,0,3.93,4.34,0,,,,,,,,,,,
20130128:0110,0,0,0,3.63,4.07,0,,,,,,,,,,,
20130128:0210,0,0,0,3.45,4.14,0,,,,,,,,,,,
20130128:0310,0,0,0,3.33,4.14,0,,,,,,,,,,,
20130128:0410,0,0,0,2.93,4,0,,,,,,,,,,,
20130128:0510,0,0,0,2.62,4.14,0,,,,,,,,,,,
20130128:0610,0,0,0,2.44,4.14,0,,,,,,,,,,,
20130128:0710,0,0,0,2.2,4.07,0,,,,,,,,,,,
20130128:0810,2349,30.88,2.77,2.06,4.07,0,,,,,,,,,,,
20130128:0910,26136,207.72,9.86,2.79,4.34,0,,,,,,,,,,,
20130128:1010,26929.5,214.88,15.42,4.47,3.79,0,,,,,,,,,,,
20130128:1110,35677.5,280.11,19.01,6.2,4.41,0,,,,,,,,,,,
20130128:1210,8080.5,78,20.29,7.16,4.62,0,,,,,,,,,,,
20130128:1310,6106.5,62.58,19.11,7.93,5.31,0,,,,,,,,,,,
20130128:1410,3046.5,37.19,15.61,8.13,7.31,0,,,,,,,,,,,
20130128:1510,4812,52.01,10.13,8.15,8.14,0,,,,,,,,,,,
20130128:1610,97.5,7.26,3.09,8.12,8.97,0,,,,,,,,,,,
20130128:1710,0,0,0,8.25,9.17,0,,,,,,,,,,,
20130128:1810,0,0,0,8.58,9.52,0,,,,,,,,,,,
20130128:1910,0,0,0,9.33,9.24,0,,,,,,,,,,,
20130128:2010,0,0,0,9.7,8.62,0,,,,,,,,,,,
20130128:2110,0,0,0,9.95,7.59,0,,,,,,,,,,,
20130128:2210,0,0,0,9.94,7.24,0,,,,,,,,,,,
20130128:2310,0,0,0,9.96,7.1,0,,,,,,,,,,,
20130129:0010,0,0,0,9.95,6.83,0,,,,,,,,,,,
20130129:0110,0,0,0,9.86,6.55,0,,,,,,,,,,,
20130129:0210,0,0,0,9.77,6.34,0,,,,,,,,,,,
20130129:0310,0,0,0,9.33,5.93,0,,,,,,,,,,,
20130129:0410,0,0,0,9.07,5.59,0,,,,,,,,,,,
20130129:0510,0,0,0,8.5,5.03,0,,,,,,,,,,,
20130129:0610,0,0,0,8.33,4.62,0,,,,,,,,,,,
20130129:0710,0,0,0,9.28,4.83,0,,,,,,,,,,,
20130129:0810,96,7.26,2.96,9.54,4.76,0,,,,,,,,,,,
20130129:0910,4549.5,50.28,10.08,10.23,4.83,0,,,,,,,,,,,
20130129:1010,4260,48.07,15.65,11.01,4.97,0,,,,,,,,,,,
20130129:1110,3505.5,41.72,19.26,11.73,5.59,0,,,,,,,,,,,
20130129:1210,4453.5,49.89,20.55,12.12,6.28,0,,,,,,,,,,,
20130129:1310,2674.5,34.47,19.38,12.41,6.83,0,,,,,,,,,,,
20130129:1410,2671.5,34.47,15.88,12.63,7.17,0,,,,,,,,,,,
20130129:1510,1420.5,22.68,10.39,12.71,7.52,0,,,,,,,,,,,
20130129:1610,0,2.72,3.34,12.58,7.66,0,,,,,,,,,,,
20130129:1710,0,0,0,12.37,7.45,0,,,,,,,,,,,
20130129:1810,0,0,0,12.18,7.66,0,,,,,,,,,,,
20130129:1910,0,0,0,11.83,8.28,0,,,,,,,,,,,
20130129:2010,0,0,0,11.76,8.28,0,,,,,,,,,,,
20130129:2110,0,0,0,11.78,8.28,0,,,,,,,,,,,
20130129:2210,0,0,0,11.81,8.28,0,,,,,,,,,,,
20130129:2310,0,0,0,11.88,8.14,0,,,,,,,,,,,
20130130:0010,0,0,0,11.97,8.28,0,,,,,,,,,,,
20130130:0110,0,0,0,12.12,8.62,0,,,,,,,,,,,
20130130:0210,0,0,0,12.24,8.9,0,,,,,,,,,,,
20130130:0310,0,0,0,12.29,9.52,0,,,,,,,,,,,
20130130:0410,0,0,0,11.99,9.1,0,,,,,,,,,,,
20130130:0510,0,0,0,11.62,7.93,0,,,,,,,,,,,
20130130:0610,0,0,0,10.99,6.76,0,,,,,,,,,,,
20130130:0710,0,0,0,9.33,4.9,0,,,,,,,,,,,
20130130:0810,220.5,9.07,3.17,9.12,5.66,0,,,,,,,,,,,
20130130:0910,10596,97.52,10.3,9.11,6.07,0,,,,,,,,,,,
20130130:1010,6282,64.4,15.9,9.68,6.48,0,,,,,,,,,,,
20130130:1110,95959.5,744.45,19.52,10.24,6.97,0,,,,,,,,,,,
20130130:1210,98268,762.36,20.82,10.17,7.17,0,,,,,,,,,,,
20130130:1310,71335.5,551.09,19.66,10.6,7.59,0,,,,,,,,,,,
20130130:1410,72459,559.77,16.15,10.84,7.86,0,,,,,,,,,,,
20130130:1510,47568,372.53,10.65,10.56,8.55,0,,,,,,,,,,,
20130130:1610,10620,101.28,3.59,9.97,8.41,0,,,,,,,,,,,
20130130:1710,0,0,0,9.25,8.34,0,,,,,,,,,,,
20130130:1810,0,0,0,8.74,8.28,0,,,,,,,,,,,
20130130:1910,0,0,0,8.33,8.14,0,,,,,,,,,,,
20130130:2010,0,0,0,7.97,7.1,0,,,,,,,,,,,
20130130:2110,0,0,0,7.39,5.93,0,,,,,,,,,,,
20130130:2210,0,0,0,6.81,6.21,0,,,,,,,,,,,
20130130:2310,0,0,0,6.36,5.86,0,,,,,,,,,,,
20130131:0010,0,0,0,6.02,5.79,0,,,,,,,,,,,
20130131:0110,0,0,0,6.08,5.93,0,,,,,,,,,,,
20130131:0210,0,0,0,6.46,5.24,0,,,,,,,,,,,
20130131:0310,0,0,0,6.82,6.14,0,,,,,,,,,,,
20130131:0410,0,0,0,7.7,7.1,0,,,,,,,,,,,
20130131:0510,0,0,0,8.2,7.93,0,,,,,,,,,,,
20130131:0610,0,0,0,8.42,8.28,0,,,,,,,,,,,
20130131:0710,0,0,0,8.66,8.14,0,,,,,,,,,,,
20130131:0810,3081,38.21,3.38,8.88,7.93,0,,,,,,,,,,,
20130131:0910,53172,412.44,10.53,8.95,7.1,0,,,,,,,,,,,
20130131:1010,3873,44.44,16.14,9.22,7.52,0,,,,,,,,,,,
20130131:1110,92205,710.28,19.79,9.59,7.66,0,,,,,,,,,,,
20130131:1210,87924,675.88,21.1,9.86,8.48,0,,,,,,,,,,,
20130131:1310,100132.5,771.87,19.94,10.1,8.62,0,,,,,,,,,,,
20130131:1410,83347.5,642.68,16.43,10.07,7.45,0,,,,,,,,,,,
20130131:1510,51016.5,398.22,10.92,9.84,7.1,0,,,,,,,,,,,
20130131:1610,15852,142.08,3.85,9.13,6.48,0,,,,,,,,,,,
20130131:1710,0,0,0,8.36,6.41,0,,,,,,,,,,,
20130131:1810,0,0,0,8.04,6.55,0,,,,,,,,,,,
20130131:1910,0,0,0,7.96,6.55,0,,,,,,,,,,,
20130131:2010,0,0,0,7.87,6.21,0,,,,,,,,,,,
20130131:2110,0,0,0,7.52,6,0,,,,,,,,,,,
20130131:2210,0,0,0,7.33,5.72,0,,,,,,,,,,,
20130131:2310,0,0,0,7.04,5.45,0,,,,,,,,,,,
20130201:0010,0,0,0,6.97,5.31,0,,,,,,,,,,,
20130201:0110,0,0,0,7.02,5.17,0,,,,,,,,,,,
20130201:0210,0,0,0,6.97,4.83,0,,,,,,,,,,,
